,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,action,index
690,-0.00233,-0.0017399999999999998,0.00064,-0.00297,0.00281,-0.00102,0.0006,-0.00119,-0.004379999999999999,-0.006490000000000001,0.00886,-0.00298,-0.00184,0.008140000000000001,-0.00319,0.011,0.0058200000000000005,-0.00063,0.00084,-0.00218,0.00252,0.00038,-0.00121,0.00117,0.00394,-0.00017,-0.00092,0.0018,-0.00204,-0.0016699999999999998,0.005520000000000001,-0.00092,-0.017740000000000002,0.00403,0.0065,0.00508,0.00221,0.00233,0.00478,-0.00021,-0.0008699999999999999,-0.00025,0.00795,0.00333,-0.00074,-0.0032,0.00185,0.00049,-0.00152,-0.00021,1,911
691,-0.01261,-0.02399,-0.01098,0.00099,0.00807,-0.02494,0.01642,-0.02147,0.00133,-0.012819999999999998,0.0056,0.02052,-0.015119999999999996,0.01364,-0.01088,0.00521,0.02438,-0.00036,-0.01802,0.00599,0.00157,-0.01905,-0.01346,5e-05,-0.00086,-0.01301,0.02062,0.016880000000000003,0.01633,-0.0041,-0.00047,0.014480000000000003,-0.01263,0.00458,0.01211,-0.0023,-0.00784,0.02351,0.00449,0.00392,0.00325,0.0008,-0.01092,0.00494,0.0008,0.01614,-0.00128,-0.0016300000000000002,0.00579,0.00634,0,600
692,-0.01263,0.00131,-0.00328,0.0005200000000000001,-0.0034700000000000004,0.00626,0.00267,-0.00187,0.00047,0.00425,-0.00335,-0.00201,-0.00267,-0.00296,5e-05,-0.00725,-0.00602,-0.00458,-0.0011,0.02206,0.0045,0.0106,0.0025,-0.0023,0.00079,0.0078,-0.00188,0.00514,-0.00224,0.00755,0.00195,0.00054,0.00372,-0.00469,0.00195,-0.0024,-0.00368,0.0005,0.00601,0.00317,0.01308,0.00245,0.00604,-0.00115,0.006670000000000001,-0.00825,0.00412,-0.0078,0.00218,0.00386,0,793
693,0.0005,-0.00114,-0.02177,-0.04182,0.0197,-0.00542,-0.03751,0.01502,0.01468,0.00249,0.0135,0.01276,0.00029,-0.00626,-0.0049700000000000005,0.0013,0.01594,0.01161,-0.01249,-0.01013,-0.01454,0.00515,0.01156,0.00254,-0.00037,0.00484,0.0174,-0.00126,-0.00646,-0.00513,-0.00109,-0.0029100000000000003,-0.01353,0.0017,-0.00192,-0.025,-0.02131,0.02736,-0.01701,-0.00295,0.01278,-0.02158,0.012819999999999998,0.0107,0.007890000000000001,-0.02229,0.00493,0.0159,-0.00524,0.00823,0,1121
694,-0.00172,0.00149,0.00206,-0.00908,-0.0054,0.00795,-0.0087,-0.00558,-0.0002,0.00366,0.0008300000000000001,0.01243,-0.00935,0.00029,-0.008709999999999999,0.00987,-0.00933,0.00029,-0.00346,0.00632,-0.00136,0.01296,0.00678,0.00029,0.0043,-0.0019,0.00205,0.00304,-0.00299,0.00509,0.00156,0.0032600000000000003,-0.00137,-0.00948,-0.00771,-0.00197,-0.00139,0.00298,-0.008879999999999999,0.00644,0.00284,-0.0016300000000000002,0.01302,-0.035910000000000004,-0.01791,0.01804,0.01703,0.01365,0.0021,-0.00719,1,675
695,-0.0034200000000000003,0.00953,-0.00168,0.00455,0.00813,0.00212,-0.00039,0.00042,0.01158,-0.00663,-0.01026,0.0005,-0.00114,-0.02177,-0.04182,0.0197,-0.00542,-0.03751,0.01502,0.01468,0.00249,0.0135,0.01276,0.00029,-0.00626,-0.0049700000000000005,0.0013,0.01594,0.01161,-0.01249,-0.01013,-0.01454,0.00515,0.01156,0.00254,-0.00037,0.00484,0.0174,-0.00126,-0.00646,-0.00513,-0.00109,-0.0029100000000000003,-0.01353,0.0017,-0.00192,-0.025,-0.02131,0.02736,-0.01701,1,1110
696,0.0040100000000000005,0.00615,-0.00073,0.00517,0.00161,0.00114,-0.0005200000000000001,0.00202,0.006520000000000001,0.00478,0.00102,0.0001,-0.00348,-0.00708,0.00305,0.00082,0.00278,0.00734,0.00112,-0.00275,-0.00031,-0.00602,0.004520000000000001,-0.00072,0.00194,-0.0005099999999999999,0.006690000000000001,0.00102,0.00492,-0.00348,-0.00643,0.00448,-0.00396,0.0013800000000000002,0.00504,-0.00187,0.0037,-0.01137,0.01022,-0.00187,0.00436,0.00222,5e-05,-0.00468,0.0004,-0.0043,0.00015,-0.01975,-0.00306,0.00722,0,192
697,-0.00348,-0.00708,0.00305,0.00082,0.00278,0.00734,0.00112,-0.00275,-0.00031,-0.00602,0.004520000000000001,-0.00072,0.00194,-0.0005099999999999999,0.006690000000000001,0.00102,0.00492,-0.00348,-0.00643,0.00448,-0.00396,0.0013800000000000002,0.00504,-0.00187,0.0037,-0.01137,0.01022,-0.00187,0.00436,0.00222,5e-05,-0.00468,0.0004,-0.0043,0.00015,-0.01975,-0.00306,0.00722,-0.0097,0.00031,-0.00541,0.01157,0.0029,-0.00139,0.00677,0.00472,-0.0002,0.00838,0.005220000000000001,0.00267,1,204
698,-0.00396,0.0013800000000000002,0.00504,-0.00187,0.0037,-0.01137,0.01022,-0.00187,0.00436,0.00222,5e-05,-0.00468,0.0004,-0.0043,0.00015,-0.01975,-0.00306,0.00722,-0.0097,0.00031,-0.00541,0.01157,0.0029,-0.00139,0.00677,0.00472,-0.0002,0.00838,0.005220000000000001,0.00267,0.00292,-0.00155,0.00507,0.00065,-0.0004,-0.00055,0.00285,-0.0005,-0.00055,-0.00145,0.0045,-0.00259,-0.00633,0.00376,0.00115,-0.00584,-0.00075,0.0075400000000000016,0.00135,0.00533,0,224
699,-0.00386,0.0126,0.00852,-0.0022,-0.021730000000000003,0.005529999999999999,-0.01293,-0.00155,-0.00346,-0.00031,-0.02572,0.0009,0.01866,0.00282,0.01494,0.01779,-0.00343,0.008190000000000001,0.00903,0.0006,0.00094,-0.0063,-0.00479,0.01535,0.00455,0.00049,-0.00128,-0.0062,0.01665,0.01126,-0.00255,-0.00203,0.01147,-0.00024,-0.0046,0.01183,0.0029,-0.00294,-0.00109,-0.0005200000000000001,-0.00933,0.00231,-0.00393,-0.01396,-0.01123,0.01521,-0.00073,0.01587,-0.00086,0.00364,0,521
700,-0.00197,-0.00608,-0.0011,-0.01284,0.00235,-0.00107,-0.00073,-0.00103,0.00728,0.00093,0.00318,-0.00233,-0.0017399999999999998,0.00064,-0.00297,0.00281,-0.00102,0.0006,-0.00119,-0.004379999999999999,-0.006490000000000001,0.00886,-0.00298,-0.00184,0.008140000000000001,-0.00319,0.011,0.0058200000000000005,-0.00063,0.00084,-0.00218,0.00252,0.00038,-0.00121,0.00117,0.00394,-0.00017,-0.00092,0.0018,-0.00204,-0.0016699999999999998,0.005520000000000001,-0.00092,-0.017740000000000002,0.00403,0.0065,0.00508,0.00221,0.00233,0.00478,0,900
701,0.00078,0.01046,-0.00359,-0.00233,0.00234,4e-05,0.00114,0.00474,0.00602,0.00141,-0.00718,0.0034100000000000003,-0.00012,-0.00117,0.01067,0.00337,0.00048,-0.00032,-0.0036,0.00213,0.001,0.00036,-0.00268,0.0002,-0.00204,0.0006,0.00389,0.0012,0.00352,0.00434,0.00214,0.00119,0.00593,-0.00114,-0.00165,0.00264,0.00157,-0.00149,0.00122,0.00133,0.0007099999999999999,0.00098,0.00027,0.0051600000000000005,-0.00389,0.00176,-0.00495,0.00129,0.00818,-0.00373,1,1009
702,-0.00784,0.02351,0.00449,0.00392,0.00325,0.0008,-0.01092,0.00494,0.0008,0.01614,-0.00128,-0.0016300000000000002,0.00579,0.00634,-0.00122,0.0014199999999999998,-0.00054,-0.0066,-0.00044,0.00059,0.00925,0.00439,-0.00243,0.006809999999999999,-0.00324,-0.00999,0.01092,-0.01197,0.0027,-0.00235,0.00931,0.0101,5e-05,-0.00111,0.00703,0.00315,0.00095,-0.005379999999999999,0.0,-0.00172,0.00149,0.00206,-0.00908,-0.0054,0.00795,-0.0087,-0.00558,-0.0002,0.00366,0.0008300000000000001,1,636
703,0.0007,-0.00343,0.00521,-0.01263,0.00131,-0.00328,0.0005200000000000001,-0.0034700000000000004,0.00626,0.00267,-0.00187,0.00047,0.00425,-0.00335,-0.00201,-0.00267,-0.00296,5e-05,-0.00725,-0.00602,-0.00458,-0.0011,0.02206,0.0045,0.0106,0.0025,-0.0023,0.00079,0.0078,-0.00188,0.00514,-0.00224,0.00755,0.00195,0.00054,0.00372,-0.00469,0.00195,-0.0024,-0.00368,0.0005,0.00601,0.00317,0.01308,0.00245,0.00604,-0.00115,0.006670000000000001,-0.00825,0.00412,0,790
704,0.00221,0.00233,0.00478,-0.00021,-0.0008699999999999999,-0.00025,0.00795,0.00333,-0.00074,-0.0032,0.00185,0.00049,-0.00152,-0.00021,0.00489,-0.00127,-0.00192,-0.00464,0.008329999999999999,-0.00674,-0.00025,-0.00045,0.00119,0.00066,-0.00806,0.00895,-0.008790000000000001,0.00186,0.0017,0.00231,-0.00914,0.006490000000000001,0.00107,-0.00074,0.0075099999999999984,0.00168,0.00466,-0.00012,0.00053,0.00541,0.00045,-0.0008900000000000002,-0.00024,0.00243,4e-05,-0.00093,-0.00117,-0.00057,0.00223,0.00049,0,947
705,0.00115,0.00161,-0.0008300000000000001,-0.006409999999999999,0.00292,0.00106,0.00818,-0.0006,0.0006,-0.00247,0.00464,-0.0008699999999999999,0.00288,-0.0051600000000000005,0.00188,0.00224,-0.00146,-5e-05,0.00201,-0.00511,-0.0006900000000000001,-0.00188,0.00492,-0.00165,-0.00284,5e-05,0.00451,0.00302,-9e-05,-0.00228,-0.02393,0.01435,-0.01438,-0.00038,0.00999,-0.008870000000000001,0.00019,5e-05,0.01125,0.0063,-0.00548,-0.0081,0.00621,0.00496,-0.00905,0.00755,-0.0024,-0.0051,0.00443,0.0007,0,741
706,-0.00293,0.00822,0.0107,0.00074,-0.00555,-0.00848,-0.00015,-0.01347,0.00247,0.01017,0.00094,-0.0076900000000000015,0.00178,-0.00672,-0.0022,0.01295,0.00338,0.0,0.00967,0.00935,0.00305,0.00048,-0.00689,0.00421,-0.00084,-0.0025,0.0075200000000000015,-0.00278,0.00275,-0.00205,-0.00238,-0.0115,0.01334,-0.00613,0.00982,0.00475,0.00073,0.00836,-0.00011,0.00296,0.00133,0.00129,-0.00319,0.00252,-0.00574,-0.00206,-0.00383,0.00171,-0.00627,0.00182,0,1171
707,-0.00606,-0.00672,-0.00778,0.0025800000000000003,-0.01938,0.00505,0.0105,0.01463,-0.01524,-0.02363,0.00825,0.00907,0.01238,-0.00165,-0.00229,0.01067,-0.007090000000000002,-0.01,-0.01398,0.00169,-0.01261,-0.02399,-0.01098,0.00099,0.00807,-0.02494,0.01642,-0.02147,0.00133,-0.012819999999999998,0.0056,0.02052,-0.015119999999999996,0.01364,-0.01088,0.00521,0.02438,-0.00036,-0.01802,0.00599,0.00157,-0.01905,-0.01346,5e-05,-0.00086,-0.01301,0.02062,0.016880000000000003,0.01633,-0.0041,1,580
708,0.00214,0.00119,0.00593,-0.00114,-0.00165,0.00264,0.00157,-0.00149,0.00122,0.00133,0.0007099999999999999,0.00098,0.00027,0.0051600000000000005,-0.00389,0.00176,-0.00495,0.00129,0.00818,-0.00373,0.00156,0.00132,0.00039,0.00334,0.00155,-0.0007,0.0017,-0.00363,-0.00031,0.00093,-0.00232,-0.0050100000000000006,0.0085,-0.00294,0.00171,0.006540000000000001,-0.00088,0.00231,-0.0005,0.01014,-0.00061,0.00875,-0.0020800000000000003,-0.00121,-0.0036,0.00019,0.00315,0.00545,0.00301,0.00176,0,1039
709,-0.00772,-0.00572,0.00783,-0.01614,0.00795,-0.00182,-0.00263,-0.01355,0.00015,0.01101,-0.00117,-0.01544,0.017490000000000002,-0.01983,-0.01141,-0.01643,0.00155,-0.00677,-0.00086,0.01181,0.00971,0.01981,-0.007109999999999998,0.01162,0.0077,-0.00137,0.01147,-0.00151,0.006409999999999999,0.01144,0.00055,-0.0034700000000000004,0.00632,0.004,0.00094,0.00315,0.00098,-0.00108,0.00113,0.00024,0.00064,0.00577,-0.00161,0.00175,0.00535,0.00281,-0.00072,0.00256,-0.00212,-0.00695,1,275
710,0.00783,-0.01614,0.00795,-0.00182,-0.00263,-0.01355,0.00015,0.01101,-0.00117,-0.01544,0.017490000000000002,-0.01983,-0.01141,-0.01643,0.00155,-0.00677,-0.00086,0.01181,0.00971,0.01981,-0.007109999999999998,0.01162,0.0077,-0.00137,0.01147,-0.00151,0.006409999999999999,0.01144,0.00055,-0.0034700000000000004,0.00632,0.004,0.00094,0.00315,0.00098,-0.00108,0.00113,0.00024,0.00064,0.00577,-0.00161,0.00175,0.00535,0.00281,-0.00072,0.00256,-0.00212,-0.00695,0.00646,0.00386,0,277
711,0.00494,0.0008,0.01614,-0.00128,-0.0016300000000000002,0.00579,0.00634,-0.00122,0.0014199999999999998,-0.00054,-0.0066,-0.00044,0.00059,0.00925,0.00439,-0.00243,0.006809999999999999,-0.00324,-0.00999,0.01092,-0.01197,0.0027,-0.00235,0.00931,0.0101,5e-05,-0.00111,0.00703,0.00315,0.00095,-0.005379999999999999,0.0,-0.00172,0.00149,0.00206,-0.00908,-0.0054,0.00795,-0.0087,-0.00558,-0.0002,0.00366,0.0008300000000000001,0.01243,-0.00935,0.00029,-0.008709999999999999,0.00987,-0.00933,0.00029,0,643
712,-0.03751,0.01502,0.01468,0.00249,0.0135,0.01276,0.00029,-0.00626,-0.0049700000000000005,0.0013,0.01594,0.01161,-0.01249,-0.01013,-0.01454,0.00515,0.01156,0.00254,-0.00037,0.00484,0.0174,-0.00126,-0.00646,-0.00513,-0.00109,-0.0029100000000000003,-0.01353,0.0017,-0.00192,-0.025,-0.02131,0.02736,-0.01701,-0.00295,0.01278,-0.02158,0.012819999999999998,0.0107,0.007890000000000001,-0.02229,0.00493,0.0159,-0.00524,0.00823,-0.00293,0.00822,0.0107,0.00074,-0.00555,-0.00848,1,1127
713,-0.0012,0.00049,0.00206,-0.00377,0.00716,0.00633,0.00421,0.006659999999999999,0.00183,0.0022600000000000003,-0.00153,0.0073,0.006520000000000001,-0.0034200000000000003,0.00953,-0.00168,0.00455,0.00813,0.00212,-0.00039,0.00042,0.01158,-0.00663,-0.01026,0.0005,-0.00114,-0.02177,-0.04182,0.0197,-0.00542,-0.03751,0.01502,0.01468,0.00249,0.0135,0.01276,0.00029,-0.00626,-0.0049700000000000005,0.0013,0.01594,0.01161,-0.01249,-0.01013,-0.01454,0.00515,0.01156,0.00254,-0.00037,0.00484,1,1097
714,0.00458,0.01211,-0.0023,-0.00784,0.02351,0.00449,0.00392,0.00325,0.0008,-0.01092,0.00494,0.0008,0.01614,-0.00128,-0.0016300000000000002,0.00579,0.00634,-0.00122,0.0014199999999999998,-0.00054,-0.0066,-0.00044,0.00059,0.00925,0.00439,-0.00243,0.006809999999999999,-0.00324,-0.00999,0.01092,-0.01197,0.0027,-0.00235,0.00931,0.0101,5e-05,-0.00111,0.00703,0.00315,0.00095,-0.005379999999999999,0.0,-0.00172,0.00149,0.00206,-0.00908,-0.0054,0.00795,-0.0087,-0.00558,1,633
715,0.00507,0.00065,-0.0004,-0.00055,0.00285,-0.0005,-0.00055,-0.00145,0.0045,-0.00259,-0.00633,0.00376,0.00115,-0.00584,-0.00075,0.0075400000000000016,0.00135,0.00533,-0.00555,-0.00772,-0.00572,0.00783,-0.01614,0.00795,-0.00182,-0.00263,-0.01355,0.00015,0.01101,-0.00117,-0.01544,0.017490000000000002,-0.01983,-0.01141,-0.01643,0.00155,-0.00677,-0.00086,0.01181,0.00971,0.01981,-0.007109999999999998,0.01162,0.0077,-0.00137,0.01147,-0.00151,0.006409999999999999,0.01144,0.00055,0,256
716,0.00219,0.00508,-5e-05,-0.00016,0.00473,-0.00958,-0.00016,-0.0029,0.00614,0.00022,0.00065,0.00272,-0.01331,0.0109,0.00539,-0.0013,-0.004229999999999999,0.00294,0.00065,-0.008190000000000001,-0.02134,-0.00492,0.00595,-0.00961,0.0106,-0.00586,-0.02251,0.006999999999999999,-0.00125,0.01319,0.0124,0.00184,0.01094,0.00049,0.0051600000000000005,0.005520000000000001,0.0012,-0.00662,0.0059,-0.00114,0.00555,-0.00038,5e-05,0.00525,0.00253,-0.00703,0.01406,0.00091,0.00229,0.00043,0,89
717,-0.0024,-0.00368,0.0005,0.00601,0.00317,0.01308,0.00245,0.00604,-0.00115,0.006670000000000001,-0.00825,0.00412,-0.0078,0.00218,0.00386,-0.00278,-0.00173,0.00146,0.00248,-0.00826,-0.00022,-0.00366,0.00765,0.00595,-0.00079,0.00358,-0.0033,0.0,0.00283,-0.00251,0.0023,-0.00352,0.00221,-0.0037,0.00367,-0.0026,0.006409999999999999,0.00866,-0.00105,-0.00157,-0.0062,-9e-05,0.0004,0.00066,0.00689,-0.00179,4e-05,0.00131,0.00593,0.00395,1,828
718,0.00027,0.0051600000000000005,-0.00389,0.00176,-0.00495,0.00129,0.00818,-0.00373,0.00156,0.00132,0.00039,0.00334,0.00155,-0.0007,0.0017,-0.00363,-0.00031,0.00093,-0.00232,-0.0050100000000000006,0.0085,-0.00294,0.00171,0.006540000000000001,-0.00088,0.00231,-0.0005,0.01014,-0.00061,0.00875,-0.0020800000000000003,-0.00121,-0.0036,0.00019,0.00315,0.00545,0.00301,0.00176,-0.00011,-0.00409,0.0032,0.00634,-0.00384,-0.0005200000000000001,0.00206,-0.00026000000000000003,-0.0012,0.00049,0.00206,-0.00377,1,1051
719,0.02529,-0.013669999999999998,0.0056,0.00454,-0.00386,0.0126,0.00852,-0.0022,-0.021730000000000003,0.005529999999999999,-0.01293,-0.00155,-0.00346,-0.00031,-0.02572,0.0009,0.01866,0.00282,0.01494,0.01779,-0.00343,0.008190000000000001,0.00903,0.0006,0.00094,-0.0063,-0.00479,0.01535,0.00455,0.00049,-0.00128,-0.0062,0.01665,0.01126,-0.00255,-0.00203,0.01147,-0.00024,-0.0046,0.01183,0.0029,-0.00294,-0.00109,-0.0005200000000000001,-0.00933,0.00231,-0.00393,-0.01396,-0.01123,0.01521,0,517
720,0.01092,-0.01197,0.0027,-0.00235,0.00931,0.0101,5e-05,-0.00111,0.00703,0.00315,0.00095,-0.005379999999999999,0.0,-0.00172,0.00149,0.00206,-0.00908,-0.0054,0.00795,-0.0087,-0.00558,-0.0002,0.00366,0.0008300000000000001,0.01243,-0.00935,0.00029,-0.008709999999999999,0.00987,-0.00933,0.00029,-0.00346,0.00632,-0.00136,0.01296,0.00678,0.00029,0.0043,-0.0019,0.00205,0.00304,-0.00299,0.00509,0.00156,0.0032600000000000003,-0.00137,-0.00948,-0.00771,-0.00197,-0.00139,1,662
721,-0.00474,-0.00878,0.0034700000000000004,0.00367,-0.0063,0.00842,0.00243,0.0040100000000000005,0.00615,-0.00073,0.00517,0.00161,0.00114,-0.0005200000000000001,0.00202,0.006520000000000001,0.00478,0.00102,0.0001,-0.00348,-0.00708,0.00305,0.00082,0.00278,0.00734,0.00112,-0.00275,-0.00031,-0.00602,0.004520000000000001,-0.00072,0.00194,-0.0005099999999999999,0.006690000000000001,0.00102,0.00492,-0.00348,-0.00643,0.00448,-0.00396,0.0013800000000000002,0.00504,-0.00187,0.0037,-0.01137,0.01022,-0.00187,0.00436,0.00222,5e-05,0,185
722,-0.01284,0.00235,-0.00107,-0.00073,-0.00103,0.00728,0.00093,0.00318,-0.00233,-0.0017399999999999998,0.00064,-0.00297,0.00281,-0.00102,0.0006,-0.00119,-0.004379999999999999,-0.006490000000000001,0.00886,-0.00298,-0.00184,0.008140000000000001,-0.00319,0.011,0.0058200000000000005,-0.00063,0.00084,-0.00218,0.00252,0.00038,-0.00121,0.00117,0.00394,-0.00017,-0.00092,0.0018,-0.00204,-0.0016699999999999998,0.005520000000000001,-0.00092,-0.017740000000000002,0.00403,0.0065,0.00508,0.00221,0.00233,0.00478,-0.00021,-0.0008699999999999999,-0.00025,1,903
723,-0.00136,0.01296,0.00678,0.00029,0.0043,-0.0019,0.00205,0.00304,-0.00299,0.00509,0.00156,0.0032600000000000003,-0.00137,-0.00948,-0.00771,-0.00197,-0.00139,0.00298,-0.008879999999999999,0.00644,0.00284,-0.0016300000000000002,0.01302,-0.035910000000000004,-0.01791,0.01804,0.01703,0.01365,0.0021,-0.00719,0.006,-0.00062,0.01489,0.00353,0.007259999999999998,-0.00014,0.00558,-0.00134,0.00269,-0.00102,0.0041600000000000005,-0.00378,0.00449,-0.00272,0.00046,-0.00106,0.00115,0.00161,-0.0008300000000000001,-0.006409999999999999,1,695
724,0.00677,0.00472,-0.0002,0.00838,0.005220000000000001,0.00267,0.00292,-0.00155,0.00507,0.00065,-0.0004,-0.00055,0.00285,-0.0005,-0.00055,-0.00145,0.0045,-0.00259,-0.00633,0.00376,0.00115,-0.00584,-0.00075,0.0075400000000000016,0.00135,0.00533,-0.00555,-0.00772,-0.00572,0.00783,-0.01614,0.00795,-0.00182,-0.00263,-0.01355,0.00015,0.01101,-0.00117,-0.01544,0.017490000000000002,-0.01983,-0.01141,-0.01643,0.00155,-0.00677,-0.00086,0.01181,0.00971,0.01981,-0.007109999999999998,1,248
725,-0.0041,-0.00047,0.014480000000000003,-0.01263,0.00458,0.01211,-0.0023,-0.00784,0.02351,0.00449,0.00392,0.00325,0.0008,-0.01092,0.00494,0.0008,0.01614,-0.00128,-0.0016300000000000002,0.00579,0.00634,-0.00122,0.0014199999999999998,-0.00054,-0.0066,-0.00044,0.00059,0.00925,0.00439,-0.00243,0.006809999999999999,-0.00324,-0.00999,0.01092,-0.01197,0.0027,-0.00235,0.00931,0.0101,5e-05,-0.00111,0.00703,0.00315,0.00095,-0.005379999999999999,0.0,-0.00172,0.00149,0.00206,-0.00908,1,629
726,0.00504,-0.00187,0.0037,-0.01137,0.01022,-0.00187,0.00436,0.00222,5e-05,-0.00468,0.0004,-0.0043,0.00015,-0.01975,-0.00306,0.00722,-0.0097,0.00031,-0.00541,0.01157,0.0029,-0.00139,0.00677,0.00472,-0.0002,0.00838,0.005220000000000001,0.00267,0.00292,-0.00155,0.00507,0.00065,-0.0004,-0.00055,0.00285,-0.0005,-0.00055,-0.00145,0.0045,-0.00259,-0.00633,0.00376,0.00115,-0.00584,-0.00075,0.0075400000000000016,0.00135,0.00533,-0.00555,-0.00772,1,226
727,0.00962,0.00412,0.00157,0.0001,-0.0007099999999999999,0.006,-0.00014,0.00284,-0.00085,-0.00118,-0.0034100000000000003,0.0063100000000000005,-0.0041,-0.004220000000000001,0.00109,-0.01406,0.00414,-0.01622,-0.00234,0.01271,-0.00613,0.01336,-0.00297,0.01202,-0.00456,0.00434,-0.00195,-0.00562,-0.01465,-0.00238,0.00229,0.0122,-0.008740000000000001,-0.00354,0.0036,0.00673,-0.00265,0.00338,0.00442,0.00546,-0.004520000000000001,0.00191,0.00449,-0.00029,-0.0115,0.00914,-0.00119,0.00491,0.00252,0.00232,0,374
728,0.00466,-0.00012,0.00053,0.00541,0.00045,-0.0008900000000000002,-0.00024,0.00243,4e-05,-0.00093,-0.00117,-0.00057,0.00223,0.00049,-0.00194,0.00182,0.00186,-0.00246,-4e-05,-0.01412,0.00148,0.00991,-0.00012,0.0017399999999999998,-0.01559,-0.00156,0.00078,0.01046,-0.00359,-0.00233,0.00234,4e-05,0.00114,0.00474,0.00602,0.00141,-0.00718,0.0034100000000000003,-0.00012,-0.00117,0.01067,0.00337,0.00048,-0.00032,-0.0036,0.00213,0.001,0.00036,-0.00268,0.0002,0,983
729,0.00614,0.00022,0.00065,0.00272,-0.01331,0.0109,0.00539,-0.0013,-0.004229999999999999,0.00294,0.00065,-0.008190000000000001,-0.02134,-0.00492,0.00595,-0.00961,0.0106,-0.00586,-0.02251,0.006999999999999999,-0.00125,0.01319,0.0124,0.00184,0.01094,0.00049,0.0051600000000000005,0.005520000000000001,0.0012,-0.00662,0.0059,-0.00114,0.00555,-0.00038,5e-05,0.00525,0.00253,-0.00703,0.01406,0.00091,0.00229,0.00043,-0.00053,-0.00494,0.00027,-0.01121,-0.00281,0.00904,0.007140000000000001,-0.00533,1,97
730,0.00048,-0.00032,-0.0036,0.00213,0.001,0.00036,-0.00268,0.0002,-0.00204,0.0006,0.00389,0.0012,0.00352,0.00434,0.00214,0.00119,0.00593,-0.00114,-0.00165,0.00264,0.00157,-0.00149,0.00122,0.00133,0.0007099999999999999,0.00098,0.00027,0.0051600000000000005,-0.00389,0.00176,-0.00495,0.00129,0.00818,-0.00373,0.00156,0.00132,0.00039,0.00334,0.00155,-0.0007,0.0017,-0.00363,-0.00031,0.00093,-0.00232,-0.0050100000000000006,0.0085,-0.00294,0.00171,0.006540000000000001,0,1025
731,0.00809,0.00352,0.00214,0.00235,-0.00059,-0.00133,0.00602,0.0079,0.00048,0.005379999999999999,-0.00405,3e-05,-0.00172,-0.00269,-0.00301,-0.00194,0.0017399999999999998,0.0033,0.00024,0.00591,0.00017,-0.00529,0.00543,0.00107,0.0081,-0.00542,-0.0033200000000000005,-0.00093,-0.00299,0.00279,0.0001,0.0034700000000000004,-0.00058,0.00055,-0.00782,-0.0056,0.0,-0.00146,-0.03166,-0.02203,0.01389,-0.00562,0.02187,0.00018,-0.01444,-0.00054,-0.00449,-0.00509,-0.0303,0.01794,0,1258
732,0.0056,0.02052,-0.015119999999999996,0.01364,-0.01088,0.00521,0.02438,-0.00036,-0.01802,0.00599,0.00157,-0.01905,-0.01346,5e-05,-0.00086,-0.01301,0.02062,0.016880000000000003,0.01633,-0.0041,-0.00047,0.014480000000000003,-0.01263,0.00458,0.01211,-0.0023,-0.00784,0.02351,0.00449,0.00392,0.00325,0.0008,-0.01092,0.00494,0.0008,0.01614,-0.00128,-0.0016300000000000002,0.00579,0.00634,-0.00122,0.0014199999999999998,-0.00054,-0.0066,-0.00044,0.00059,0.00925,0.00439,-0.00243,0.006809999999999999,0,610
733,0.005520000000000001,0.0012,-0.00662,0.0059,-0.00114,0.00555,-0.00038,5e-05,0.00525,0.00253,-0.00703,0.01406,0.00091,0.00229,0.00043,-0.00053,-0.00494,0.00027,-0.01121,-0.00281,0.00904,0.007140000000000001,-0.00533,0.00584,-0.00826,-0.00414,0.00475,-0.00719,-0.0021100000000000003,0.00493,0.008190000000000001,0.00663,0.00335,-0.00132,-0.01182,-0.01105,0.00412,0.01075,-0.02101,-0.00901,0.00788,0.00689,0.01048,0.0014,0.00349,0.00454,-0.00234,0.00203,-0.0082,0.00317,1,124
734,-0.0115,0.01334,-0.00613,0.00982,0.00475,0.00073,0.00836,-0.00011,0.00296,0.00133,0.00129,-0.00319,0.00252,-0.00574,-0.00206,-0.00383,0.00171,-0.00627,0.00182,-0.01361,0.00221,-0.00828,0.00572,0.00144,0.00214,-0.00353,0.008159999999999999,0.008459999999999999,0.009000000000000001,0.0036,-0.00731,0.00907,0.00079,-0.0008900000000000002,0.00405,0.0021,-0.00377,-0.00114,0.00186,0.00503,0.00852,-0.00236,-0.00678,-0.005220000000000001,0.00493,-0.0016699999999999998,0.00545,0.00428,0.00367,0.0033,0,1202
735,0.004,0.005220000000000001,-0.00085,0.00158,0.00596,-0.0008900000000000002,0.0006799999999999999,0.00127,0.00156,-0.0027,0.014,-0.0063,0.00063,-0.00298,-0.00299,-0.00186,0.00127,0.0035,0.0005,-0.00383,0.00865,-0.00197,-0.00608,-0.0011,-0.01284,0.00235,-0.00107,-0.00073,-0.00103,0.00728,0.00093,0.00318,-0.00233,-0.0017399999999999998,0.00064,-0.00297,0.00281,-0.00102,0.0006,-0.00119,-0.004379999999999999,-0.006490000000000001,0.00886,-0.00298,-0.00184,0.008140000000000001,-0.00319,0.011,0.0058200000000000005,-0.00063,1,879
